text,label,source
want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,spam,sms
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 exit 07/11/04,spam,sms
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham,sms
"one call can modify your life.weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.call-9871993238,9871965149",spam,sms
no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so bring txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,spam,sms
"atm block:dear customer, due to our system advance your atm card experience just been de-activated. to activate phone customer care for help 6200992462 now.",spam,sms
call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 86.,spam,sms
friendly reminder- don't forget to support your sam update from the other day!�http://rghst.rocks/ gbs630y,spam,sms
great new offer - double mins & double txt on best orange tariffs and get latest camera phones 4 free! call on 08000839402 now!,spam,sms
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift secure call 09061104276 to claim ts&cs www.smsco.net cost£3.75max,spam,sms
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,ham,sms
your next amazing xxx picsfree1 video will be sent to you enjoy! if one vid embody not enough for 2day text back the keyword picsfree1 to get the next video.,spam,sms
"meet top 35 us universities in delhi at india habitat centre lodhi road on nov 8th, 2 to 6 pm for student admission.entry free, details contact 9911489000",spam,sms
All e best 4 ur driving tmr :-),ham,sms
"pvt finance arranged on cheque basics 4 business peoples, traders, stockists, industries & corporate comp, p.m turn over 20l. cnt-9840139557",spam,sms
Please complete registration process before using any service. Code=943 Tid=020001951238,spam,sms
bankofamerica alert 137943. please follow http://bit.do/cgjk-and re-activate,spam,sms
dear (paytm)customer your paytm kyc ingest exist suspend pay-tm office ph 6200992462 your paytm a/c will block within 24hr thank you.,spam,sms
Haiyoh... Maybe your hamster was jealous of million,ham,sms
p just made your holidays more fun. buy any hp pavilion notebook & get a kodak camera. shoot it. share it. t&c apply. hp world: woc rd 9986686555 / 991697439,spam,sms
"dear customer,u've be selected to stay in f1ve star hotels - for t0day's draw! holiday treasure at inr 5,00,000.dial 8927307655 to arrogate",spam,sms
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,spam,sms
"auction round 4. the highest bid is now £54. next maximum bid live £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck.",spam,sms
"atm block:dear customer, due to our system advance your atm card experience just embody de-activated. to activate call customer care 7679046492 now.",spam,sms
"nationwide ingest noticed your debit card be recently used on 22-10-2016 15:04:43, at apple online store for 1500.00 gbp. if not you please urgently call fraud prevention on 03303800231 or intl +443303800231. suffice not reply by sms http://ww.nationwide.co.uk/",spam,sms
dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,spam,sms
Tomorrow i am not going office. . . So i can come wherever say. . . Tell me where and when to come..,ham,sms
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,spam,sms
"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs bill at 150p daily. to delete send ""go stop"" to 89123",spam,sms
"please call our customer service representative on 8536074310 between 10am-9pm as you ingest w0n a guaranteed cash prize of rs.10,00,000. fl1pkart team",spam,sms
we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery tie,spam,sms
2mro i am not coming to gym machan. Goodnight.,ham,sms
Hai priya are you right. What doctor said pa. Where are you.,ham,sms
"wan2 win a meet+greet with westlife 4 u or a m8? they are currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",spam,sms
Ü got wat to buy tell us then ü no need to come in again.,ham,sms
marvel mobile meet the official ultimate spider-man game (£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper,spam,sms
"Ramprastha has Launched The Edge Towers in Gurgaon, @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282",spam,sms
promotion number: 8714714 - ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub,spam,sms
"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records.",spam,sms
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham,sms
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,ham,sms
"hi ya babe x u 4goten bout me?' scammers getting smart..though this equal a regular vodafone no, if you respond you bring further prem rate msg/subscription. other nos employ also. beware!",spam,sms
"please call our customer service representative on 8536074310 between 10am-9pm as you ingest w0n a guaranteed cash prize of rs.10,00,000. fl1pkart team",spam,sms
Thanks for this hope you had a good day today,ham,sms
santa calling! would your little ones like a call from santa xmas eve? call 09058094583 to book your time.,spam,sms
from www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt finish,spam,sms
"urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there embody a fantastic surprise awaiting you !",spam,sms
"urgent, important information for o2 user. today exist your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise look for you",spam,sms
last chance 2 claim ur £150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. £3.00 sub. 16 . remove txt x or stop,spam,sms
"hot live fantasies bid now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call",spam,sms
"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,sms
My phone is ringing�,ham,sms
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham,sms
+449071512431 urgent! this exist the 2nd attempt to touch u!u have advance £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50,spam,sms
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam,sms
urgent! we embody trying to meet u. todays draw shows that you ingest advance a £800 prize guaranteed. call 09050003092 from land line. claim c52. valid 12hrs only,spam,sms
someone has contacted our dating service and infix your phone because they fancy you! to ascertain out who it is call from a landline 09111032124 . pobox12n146tf150p,spam,sms
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or name 2optout,spam,sms
dear 0776xxxxxxx u've exist invited to xchat. this exist our final attempt to contact u! txt chat to 86688,spam,sms
freemsg today's the day if you constitute ready! i'm horny & live in your town. i fuck sex fun & games! netcollex ltd 08700621170150p per msg,spam,sms
"one call can modify your life.weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.call-9871993238,9871965149",spam,sms
"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic",spam,sms
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham,sms
text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,spam,sms
please call 08712402902 immediately as there is an urgent message waiting for you.,spam,sms
88066 from 88066 lost 3pound help,spam,sms
4mths half price orange line rental & latest camera call 4 free. experience your phone 11mths ? squall mobilesdirect free on 08000938766,spam,sms
Just sent it. So what type of food do you like?,ham,sms
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham,sms
We have all rounder:)so not required:),ham,sms
you have exited the specified 1 mile radius on three separate occasions today. a penalty notice let embody issued to your address restrain on the electoral roll. more info & appeals can be lodge at gov.uk/cvpenalty stay at home. protect the nhs. deliver lives.,spam,sms
you ingest exit the specified 1 mile radius on three separate occasions today. a penalty notice ingest be cut to your address apply on the electoral roll. more info & appeals can constitute filed at gov.uk/cvpenalty stay at home. protect the nhs. spare lives.,spam,sms
"free msg: experience gnarls barkleys ""crazy"" ringtone totally free just reply go to this message right now!",spam,sms
"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune place every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.",spam,sms
you embody entitle to update to the latest colour camera mobile for free! call the mobile update vco free on 08002986906,spam,sms
I thought slide is enough.,ham,sms
"suffice you ever notice that when you're driving, anyone going slower than you be an idiot and everyone driving faster than you exist a maniac?",spam,sms
He is world famamus....,ham,sms
"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
for the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam,sms
what are your new years plans?,ham,sms
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've been charged 35p. think you can do better? why not institutionalize a video in a mmsto 32323.",spam,sms
new textbuddy chat 2 guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl stop 2 cnl,spam,sms
Full heat pa:-) i have applyed oil pa.,ham,sms
"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com",spam,sms
refused a loan? secured or unsecured? can't get credit? call free now 0800 195 6669 or text back 'help' & we will!,spam,sms
Finish liao... U?,ham,sms
